job_idx,cv_col,score_a,score_b,judge_score,reasoning,delta_a,delta_b,closer_system
2,cv_4,65,49,50,"The candidate has strong AI/ML expertise and Python skills, but lacks explicit experience with required full-stack technologies like PHP, Java, Spring, Symfony, Angular, MySQL, and MongoDB. The role emphasizes web/mobile development and collaboration, which are partially aligned with his AI research background but not fully matched.",15.0,1.0,B
2,cv_5,75,42,50,"The candidate has strong machine learning and deep learning expertise but lacks explicit experience with full-stack web development technologies (PHP, Java, Python, Spring, Symfony, Angular) and databases (MySQL, MongoDB) required by the job. While programming skills are present, the critical tech stack mismatch results in a partial match.",25.0,8.0,B
3,cv_2,88,46,70,"The candidate has strong experience in AI/ML infrastructure, cloud platforms (Azure), and ETL pipeline development, aligning with core job requirements. However, the CV lacks explicit mention of required frameworks like FastAPI, TensorFlow, and PyTorch, which are critical for the role. The Microsoft Azure and AI certifications partially compensate but don't fully address the technical stack requirements.",18.0,24.0,A
3,cv_3,35,20,50,"The candidate has a Master's in Intelligent Computer Systems and full-stack development experience, which partially aligns with the AI Engineer role. However, the CV lacks explicit mention of required AI/ML frameworks (TensorFlow, PyTorch), machine learning model development, or NLP experience. The focus on web development (Next.js, React) doesn't fully meet the technical requirements for AI system design and deployment.",15.0,30.0,A
3,cv_4,65,42,50,"The candidate has full-stack development experience with React, Symfony, and Flutter, but lacks explicit mention of AI/ML frameworks like TensorFlow/PyTorch required in the job. While they have some machine learning experience listed, the CV doesn't demonstrate robust AI system design or data pipeline implementation expertise central to the role.",15.0,8.0,B
3,cv_5,40,20,50,"The candidate has strong full-stack development experience and some data tools (Elasticsearch), but lacks explicit AI/ML framework experience (TensorFlow/PyTorch) and machine learning model development mentioned in the job requirements. The role emphasizes AI system design and deployment, which is only partially aligned with their front-end heavy full-stack background.",10.0,30.0,A
4,cv_1,88,48,75,"The candidate has strong Azure DevOps and CI/CD experience, aligning with core requirements. However, the CV lacks explicit mention of .Net, Microsoft ecosystem development, and DevSecOps specifics emphasized in the job description. VMware experience is present but Azure-native cloud expertise is implied rather than demonstrated.",13.0,27.0,A
4,cv_2,78,47,50,"The candidate has relevant full-stack development experience with Java, Angular, Kafka, and API integration, which partially aligns with DevOps and cloud-native development. However, the CV lacks explicit mention of Azure, DevSecOps, .Net, or cloud infrastructure expertise required by the job. The absence of direct cloud migration and security implementation experience significantly reduces the match score.",28.0,3.0,B
4,cv_3,65,35,30,"The candidate's profile focuses on data science, analytics, and project management with no direct experience in cloud infrastructure, DevOps, or Azure technologies. While Agile/Scrum and project management skills are relevant, the core technical requirements (cloud architecture, DevSecOps, CI/CD implementation) are completely missing.",35.0,5.0,B
4,cv_4,65,43,50,"The candidate has strong full-stack development experience with MERN stack and system design, but lacks explicit mention of Azure, DevOps, CI/CD pipelines, or cloud-native architecture required for the role. The profile partially aligns with general software engineering skills but misses critical cloud and DevSecOps competencies specified in the job description.",15.0,7.0,B
4,cv_5,75,32,50,"The candidate has DevOps skills and experience with cloud-related projects, but their primary expertise lies in machine learning and deep learning, not cloud architecture or Microsoft Azure. Key requirements like Azure migration, cloud-native development, and .Net experience are missing, though DevOps alignment is partial.",25.0,18.0,B
5,cv_1,88,25,65,"The candidate has strong data analysis experience with Power BI, Python, and SQL, aligning with core requirements. However, the CV lacks explicit mention of Qlik Sense and Looker (critical tools in the job description) and does not demonstrate stakeholder collaboration or pipeline management specifics. The aerospace industry experience is also unverified.",23.0,40.0,A
5,cv_2,65,29,40,"The candidate has strong software engineering experience but lacks explicit data analysis, visualization (Power BI/Qlik), and data pipeline management skills required. Technical skills align partially (Python/SQL not emphasized in CV), but core job requirements are unmet.",25.0,11.0,B
5,cv_3,65,27,50,"The candidate has relevant SQL skills (T-SQL) and backend development experience, but lacks explicit mention of critical requirements like Power BI, Qlik Sense, Python, or data pipeline management. His frontend framework experience (Angular/React) is not aligned with the data analyst role's focus on visualization tools and data processing.",15.0,23.0,A
5,cv_4,65,30,30,"The candidate has strong software development experience in .NET and Fintech but lacks explicit skills in Python, SQL, or data visualization tools (Power BI, Qlik Sense, Looker) required for the Data Analyst role. Core job requirements like data pipeline management and analysis are not addressed in the CV.",35.0,0.0,B
5,cv_5,75,28,50,"The candidate has strong machine learning and deep learning experience but lacks explicit mention of key data analyst tools like Power BI, Qlik Sense, or Looker required by the job. While Python and SQL skills are present, the focus on ML engineering rather than data pipeline management and visualization creates a partial match.",25.0,22.0,B
6,cv_1,82,51,65,"The candidate has relevant skills in Python, SQL, and data analysis, aligning with the job's technical requirements. However, the CV lacks explicit mention of machine learning model development (a key requirement) and Git/GitHub experience. Their focus on reporting and automation partially matches the role but misses critical predictive modeling aspects.",17.0,14.0,B
6,cv_2,88,28,55,"The candidate has 18 years of software engineering experience and AI-related certifications, which partially align with the data science role. However, the CV lacks explicit mentions of Python, SQL, Git/GitHub (core stack requirements) and detailed machine learning model development experience. The focus on SaaS and software services rather than data analysis/interpretation creates a partial mismatch.",33.0,27.0,B
6,cv_3,88,51,75,"The candidate has strong Python, machine learning, and data science experience, aligning with core requirements. However, the CV lacks explicit mention of SQL, Git/GitHub (critical stack components) and formal presentation experience to leadership. The role emphasizes collaboration and clear communication, which are partially addressed but not fully detailed.",13.0,24.0,A
6,cv_4,65,19,35,"The candidate has strong DevOps and infrastructure skills (Kubernetes, IaC, cloud certifications) but lacks explicit data science experience (e.g., Python/SQL for analytics, ML modeling, data interpretation). The job requires core data science competencies not aligned with the CV's focus on infrastructure and DevSecOps. Partial overlap in Python and Git/GitHub usage explains a low-to-moderate score.",30.0,16.0,B
6,cv_5,88,42,70,"The candidate has strong machine learning and deep learning experience, aligning with the job's modeling requirements. However, the CV lacks explicit mention of SQL and collaboration skills emphasized in the job description. The focus on geometric deep learning is niche compared to the general data science scope requested.",18.0,28.0,A
7,cv_1,65,35,50,"The candidate has relevant machine learning and Python experience but lacks explicit Bayesian modeling (Stan/ArviZ) expertise and energy industry domain knowledge required. The CV mentions fintech applications rather than energy-specific projects, and key tools like DeepLabCut or RegEx aren't highlighted.",15.0,15.0,tie
7,cv_2,65,38,50,"The candidate has relevant data analysis skills (Python, SQL, R) and experience with data cleaning/dashboards, but lacks explicit expertise in machine learning, Bayesian modeling (Stan/ArviZ), and team supervision required for the role. Key technical requirements like DeepLabCut, LATEX, and energy industry-specific ML applications are unaddressed.",15.0,12.0,B
7,cv_3,65,31,55,"The candidate has relevant Python/data science skills and Agile certifications, but lacks explicit experience in Bayesian modeling (Stan/ArviZ) or energy sector ML projects. The CV mentions AI foundations and data engineering, but not the specific energy forecasting or recommendation systems required.",10.0,24.0,A
7,cv_4,65,40,45,"The candidate's profile focuses on network engineering and IT security (HPE Aruba, CCNA, Wireshark), which is unrelated to the data science requirements (machine learning, Bayesian modeling, Python/R stack). While they have 3+ years of experience, the skillset mismatch is significant, with no overlap in core technical competencies or domain expertise in energy industry data analysis.",20.0,5.0,B
7,cv_5,25,33,28,"The candidate has strong full-stack development experience but lacks essential data science skills like machine learning, Bayesian modeling, and tools such as Python (though mentioned, context is unclear), Stan, or ArviZ. The CV shows no alignment with energy industry analytics or statistical modeling requirements.",3.0,5.0,A
8,cv_1,88,24,65,"The candidate has strong machine learning and deep learning skills with Python, TensorFlow, and PyTorch, aligning with core requirements. However, the CV lacks explicit mention of R, SQL, scikit-learn, MLOps, and data pipeline experience, which are critical in the job description. Certifications and language skills add value but don't compensate for missing technical competencies.",23.0,41.0,A
8,cv_4,78,27,30,"The candidate's profile focuses on creative design and immersive technology, with no evidence of data science, machine learning, or relevant technical skills (e.g., Python, TensorFlow). While they have project management experience, core job requirements like MLOps, predictive modeling, and data pipeline expertise are entirely absent.",48.0,3.0,B
8,cv_5,35,12,30,"The candidate has strong full-stack development experience but lacks explicit data science/machine learning expertise required by the job. While Python is mentioned, there's no evidence of TensorFlow, PyTorch, or MLOps experience. The profile shows technical competence but misaligns with the core data science focus of the role.",5.0,18.0,A
9,cv_1,88,40,70,"The candidate has strong data analysis experience with Python, SQL, and Power BI, aligning with core data science tasks. However, the CV lacks explicit mention of R, SAS, MongoDB, and predictive modeling (e.g., regression models) required in the job description. The Master's in Econometrics provides relevant statistical foundations, but tool gaps reduce the match score.",18.0,30.0,A
9,cv_2,88,28,70,"The candidate has strong AI/ML experience and relevant technical skills (Python, NLP), aligning with data science requirements. However, the job emphasizes regression models, data mining, and tools like R/SAS/MongoDB, which are not explicitly covered in the CV. Academic background in economics/statistics is a good match, but specific data science project details are missing.",18.0,42.0,A
9,cv_3,35,40,30,"The candidate has strong software development experience (SAP, Java, Spring Boot) but lacks direct data science skills like regression modeling, data mining, or statistical analysis. Required tools like Python/R/SAS are not mentioned, and the focus on web development (Angular, SAPUI5) misaligns with the data science role. Only partial overlap in data-related projects.",5.0,10.0,A
9,cv_4,65,43,50,"The candidate has a relevant academic background in Econometrics and Applied Statistics, aligning with the data science role. However, their professional experience focuses on software engineering (Java/.NET) rather than data science tasks like predictive modeling or data visualization. Key tools mentioned in the job (Python, R, SAS) are absent from the CV, though SQL and Git are present. The partial match justifies a mid-range score.",15.0,7.0,B
9,cv_5,65,27,30,"The candidate has IT/networking experience and certifications but lacks core data science skills (Python/R/SAS, statistical modeling, data visualization) and educational background in economics/statistics required for the role. Partial overlap in technical skills but critical requirements are missing.",35.0,3.0,B
10,cv_1,78,35,65,"The candidate has relevant data analysis experience with Python, SQL, and data pipeline automation, aligning with some technical requirements. However, the CV lacks explicit mention of econometric modeling, statistical analysis (e.g., predictive/explanatory models), or tools like R/SAS emphasized in the job description. The role requires deeper statistical expertise not fully demonstrated here.",13.0,30.0,A
10,cv_2,65,29,50,"The candidate has relevant Python and machine learning experience, but the job requires econometric/statistical expertise not explicitly demonstrated. The CV emphasizes computer vision and GANs rather than the predictive modeling and statistical analysis central to the role. Key tools like R/SAS are missing, and the internships focus on AI research rather than econometric applications.",15.0,21.0,A
10,cv_3,65,28,50,"The candidate has a relevant engineering background and data-related education, but their current role and skills focus on cloud infrastructure and DevOps rather than data science/econometrics. They lack explicit experience with Python/R/SAS and statistical modeling tools required for the role, though they may have transferable analytical skills.",15.0,22.0,A
10,cv_4,65,29,50,"The candidate's profile focuses on robotics, product design, and mechanical engineering, with no explicit mention of data science, econometrics, or statistical modeling skills required for the role. While problem-solving and technical experience are present, critical requirements like Python/R/SAS proficiency and machine learning expertise are missing.",15.0,21.0,A
10,cv_5,45,15,0,"The candidate is a senior mobile developer with no relevant data science/econometrics experience or technical skills (Python/R/SAS, machine learning libraries). The profile is entirely unrelated to the data science role requirements.",45.0,15.0,B
11,cv_1,88,26,65,"The candidate has relevant skills in Python, SQL, and data analysis, aligning with some job requirements. However, the CV lacks explicit mention of R, Hadoop, Spark, and predictive modeling experience, which are critical for the Data Scientist role. The experience in business growth through data is implied but not detailed.",23.0,39.0,A
11,cv_2,65,20,30,"The candidate has technical certifications and cloud engineering experience but lacks explicit data science skills (Python/R/SQL), statistical analysis experience, and business growth-driven data projects required for the role. Partial overlap in technical proficiency exists but key requirements are missing.",35.0,10.0,B
11,cv_3,65,38,35,"The candidate has a computer science background and SQL experience, but lacks critical data science skills like Python, R, Hadoop, or Spark mentioned in the job description. Their experience is focused on full-stack development (ASP.NET, Angular) rather than data modeling or statistical analysis, making them a weak fit for the role.",30.0,3.0,B
11,cv_4,78,50,75,"The candidate has strong data engineering and machine learning experience with Python, SQL, and tools like Airflow/Kafka, which align with technical requirements. However, the job explicitly mentions R, Hadoop, and Spark, which are not listed in the CV. The absence of direct business growth impact examples and R proficiency creates a partial mismatch.",3.0,25.0,A
11,cv_5,88,46,60,"The candidate has strong machine learning and deep learning experience, particularly in research-oriented projects like geometric deep learning. However, the CV lacks explicit mention of required tools like R, SQL, Hadoop, and Spark. The focus on academic research rather than business-driven data analysis for growth also creates a partial mismatch with the job's emphasis on commercial applications.",28.0,14.0,B
12,cv_1,78,40,50,"The candidate has AI and software development experience, including RAG and full-stack engineering, which partially aligns with the job's AI focus. However, the CV lacks explicit mention of embedded systems, hardware design, firmware development, or Edge AI optimization—core requirements of the role. The experience is more general software/AI engineering than the specialized Edge AI and embedded systems expertise requested.",28.0,10.0,B
12,cv_2,68,34,50,"The candidate has strong data science and Python skills relevant to AI, but lacks explicit experience in Edge AI, embedded systems, firmware development, or low-power system design required by the job. Certifications and consulting roles do not fully align with the technical hardware-software integration focus of the position.",18.0,16.0,B
12,cv_3,78,44,50,"The candidate has relevant software development and DevOps experience but lacks explicit expertise in Edge AI, embedded systems, firmware development, or low-power design required by the job. Partial overlap exists in Python and toolchain experience, but core technical requirements are unmet.",28.0,6.0,B
12,cv_4,88,30,50,"The candidate has strong creative and design experience in AR/XR and spatial design, which partially aligns with the job's need for system design. However, the CV lacks explicit technical skills in Edge AI, embedded systems, firmware development, or low-power AI optimization required for the role. The mismatch in core technical requirements justifies a mid-range score.",38.0,20.0,B
12,cv_5,78,40,50,"The candidate has strong deep learning and machine learning experience, particularly in geometric deep learning and computer vision projects. However, the job requires embedded systems expertise, firmware development, and edge AI optimization which are not addressed in the CV. The profile partially matches but lacks critical hardware and edge computing skills.",28.0,10.0,B
13,cv_1,65,29,50,"The candidate has relevant full-stack development experience and Scrum methodology knowledge, aligning with some job requirements. However, the CV lacks explicit mention of PHP, WordPress/Drupal frameworks, and Stripe integration—key technical requirements in the job description. The partial match results in a moderate score.",15.0,21.0,A
13,cv_2,88,18,55,"The candidate has strong technical skills in game development and interactive systems but lacks explicit experience with the required web development stack (PHP, WordPress, Drupal, Stripe). While they demonstrate engineering capabilities, the CV doesn't align with the core web development technologies specified in the job description.",33.0,37.0,A
13,cv_3,75,35,50,"The candidate has relevant front-end skills (JavaScript, React) and full-stack experience but lacks key required technologies like PHP, WordPress, and Drupal. The job emphasizes specific CMS frameworks and back-end languages not mentioned in the CV, resulting in a partial match.",25.0,15.0,B
13,cv_4,78,16,20,"The candidate's CV lacks essential web development skills (HTML5, PHP, JavaScript, WordPress/Drupal) required for the role. While they have communication and academic achievements, the technical mismatch is significant. Partial overlap in language skills (English/French) exists but does not compensate for missing core competencies.",58.0,4.0,B
13,cv_5,75,35,50,"The candidate has strong machine learning and deep learning expertise but lacks explicit experience with the required web development stack (PHP, WordPress, Drupal, Stripe). While they mention JavaScript (via NestJS) and SQL, the core web development skills emphasized in the job description are missing.",25.0,15.0,B
14,cv_1,88,42,75,"The candidate has strong experience in Azure, Kubernetes, CI/CD, and cloud infrastructure, aligning with most technical requirements. However, the job emphasizes AWS alongside Azure, which is missing from the CV. Security/monitoring specifics are also not explicitly mentioned, creating a partial mismatch.",13.0,33.0,A
14,cv_2,65,27,30,"The candidate has full-stack development experience but lacks explicit DevOps skills (e.g., cloud platforms, CI/CD pipelines, infrastructure automation) required for the role. The CV emphasizes web development (MERN, Angular, Spring Boot) rather than DevOps-specific tools like Kubernetes, Jenkins, or Ansible mentioned in the job description.",35.0,3.0,B
14,cv_3,65,33,35,"The candidate has 11 years of frontend development experience but no explicit DevOps, cloud (AWS/Azure), or CI/CD tool (Kubernetes, Jenkins, Ansible) expertise mentioned. While Git and Agile are relevant, core DevOps requirements are unmet, making the match weak.",30.0,2.0,B
14,cv_4,65,26,30,"The candidate has a junior data analyst profile with skills in Python, Hadoop, and Spark, but lacks DevOps-specific expertise (AWS/Azure, Kubernetes, Jenkins, Ansible) and senior-level system architecture experience required for the role. Their certifications and work history align with data analysis, not cloud infrastructure or DevOps engineering.",35.0,4.0,B
14,cv_5,65,39,50,"The candidate has some DevOps experience but lacks explicit mention of critical job requirements like AWS/Azure cloud solutions, Jenkins, Ansible, or monitoring tools. Their focus on machine learning and geometric deep learning projects does not align with the operational DevOps role described.",15.0,11.0,B
15,cv_1,78,35,65,"The candidate has strong full-stack experience with Java, React, JavaScript, and Git, aligning with several key requirements. However, critical technologies like Go, Python, PostgreSQL, MongoDB, and Django are missing from their profile, which are explicitly listed in the job description. Their DevOps and cloud certifications add value but don't compensate for the missing backend/database stack.",13.0,30.0,A
15,cv_2,35,30,50,"The candidate has relevant full-stack experience with Java/Spring and front-end frameworks (Angular, Vue3), but lacks key required technologies like React, NodeJS, Express, Python, Go, and Django. Database experience is unmentioned, and GitLab/GitHub usage is implied but not explicitly stated.",15.0,20.0,A
15,cv_3,75,30,50,"The candidate has Python/Django experience and Agile certifications, which partially align with the job's full-stack requirements. However, they lack critical skills like JavaScript, React, NodeJS, and Go explicitly mentioned in the job description. The absence of database management experience with PostgreSQL/MongoDB further reduces alignment.",25.0,20.0,B
15,cv_4,65,34,20,"The candidate's profile is in telecommunications and electrical engineering, with no relevant software development experience. They lack the required skills in Java, JavaScript, NodeJS, React, and other key technologies listed in the job description. While they have project management and team collaboration skills, the core technical requirements for a full-stack developer role are not met.",45.0,14.0,B
15,cv_5,75,31,50,"The candidate has relevant skills in Python and JavaScript (via NestJS) but lacks explicit experience with Java, Go, PostgreSQL, MongoDB, Django, and full-stack web development frameworks like React/Express mentioned in the job. Their focus on machine learning and geometric deep learning aligns partially with the technical stack but misses core full-stack development requirements.",25.0,19.0,B
16,cv_1,88,58,75,"The candidate has 5+ years of data analysis experience with Power BI, Python, SQL, and Azure, aligning with core requirements. However, the job explicitly requires SSRS, SSMS, and SSIS (Microsoft SQL Server tools) which are not mentioned in the CV. While related skills exist, the absence of these specific tools reduces the match score.",13.0,17.0,A
16,cv_2,65,22,30,"The candidate has a strong technical background in telecommunications and electrical engineering but lacks direct experience in data analysis, business intelligence tools (Power BI, SSRS, etc.), or KPI tracking required for the role. Their skills align more with network troubleshooting than data-driven decision-making.",35.0,8.0,B
16,cv_3,65,23,40,"The candidate has technical and project coordination experience but lacks specific data analysis tools (Power BI, SSRS, SSMS, SSIS) and analytical skills required for the role. Their expertise in telecommunications and electrical engineering is unrelated to the data analyst position.",25.0,17.0,B
16,cv_4,78,21,50,"The candidate has relevant skills like SQL and data analysis experience but lacks explicit mention of Power BI, SSRS, SSMS, and SSIS required in the job description. Their focus on machine learning and NLP aligns partially but doesn't fully match the data analyst role's toolset requirements.",28.0,29.0,A
16,cv_5,75,26,50,"The candidate has relevant skills in data analysis (Power BI) and machine learning, but the job requires specific tools like SSRS, SSMS, and SSIS which are not mentioned. Their experience focuses on deep learning projects rather than data pipeline coordination or KPI monitoring, which are core to the role.",25.0,24.0,B
17,cv_1,78,41,55,"The candidate has relevant DevOps experience (3.5 years) and skills in Terraform, Docker, and CI/CD tools like GitHub Actions, which align with the job's requirements. However, the job emphasizes Kubernetes, AWS, Prometheus, and Grafana, which are not mentioned in the CV. The absence of Kubernetes and AWS experience significantly reduces the match score, as these are core technologies listed in the job description.",23.0,14.0,B
17,cv_2,88,34,50,"The candidate has relevant DevOps experience and skills in Terraform and Python, aligning partially with the job's requirements. However, critical technologies like Kubernetes, AWS, Docker, Prometheus, and Grafana are missing from her profile, which are explicitly listed in the job description. This creates a partial match with key requirements unmet.",38.0,16.0,B
17,cv_3,40,31,35,"The candidate has backend development experience and some programming skills, but lacks explicit DevOps expertise (Kubernetes, Terraform, AWS, etc.) required by the job. Core DevOps tools and automation experience are missing, making the match partial.",5.0,4.0,B
17,cv_4,65,27,35,"The candidate has AI/ML expertise and AWS experience, but lacks critical DevOps skills like Kubernetes, Terraform, and Docker explicitly required in the job. While some cloud exposure exists, the core DevOps toolchain and pipeline automation experience are missing, making the match partial but not strong.",30.0,8.0,B
17,cv_5,65,40,50,"The candidate has a top skill listed as DevOps but their experience focuses on machine learning and geometric deep learning projects. The CV lacks explicit mention of key required technologies like Kubernetes, Terraform, AWS, Docker, Prometheus, or Grafana, which are central to the job description.",15.0,10.0,B
18,cv_1,65,31,40,"The candidate has full-stack development experience and Agile methodology knowledge, which align partially with the job requirements. However, critical technical requirements like PHP/Symfony, Docker, and specific database technologies (MySQL/PostgreSQL/Doctrine) are missing from the CV, creating a significant mismatch for this role.",25.0,9.0,B
18,cv_2,88,56,55,"The candidate has strong DevOps/cloud expertise (Kubernetes, OpenShift, Docker) and DevOps certifications, which align partially with the job's DevOps requirements. However, the CV lacks explicit mention of required full-stack skills like PHP/Symfony, MySQL/PostgreSQL, and front-end development. The absence of core back-end technologies (PHP, Symfony) and database experience creates significant gaps in meeting the primary technical requirements.",33.0,1.0,B
18,cv_3,65,49,50,"The candidate's profile focuses on machine learning, data science, and digital transformation, with no mention of PHP, Symfony, Docker, or database management (MySQL/PostgreSQL/Doctrine) required for the full-stack developer role. While some soft skills and project management experience align, the core technical requirements are missing.",15.0,1.0,B
18,cv_4,75,42,50,"The candidate has relevant back-end skills (Flask/FastAPI, Git/GitHub) and data engineering experience, but lacks critical requirements like PHP/Symfony, Docker, and MySQL/PostgreSQL. Their focus on data science/AI misaligns with the full-stack development role.",25.0,8.0,B
18,cv_5,75,36,50,"The candidate has relevant DevOps experience and Git skills but lacks core PHP/Symfony backend expertise, MySQL/PostgreSQL database management, and Doctrine ORM knowledge required for the role. Their focus on machine learning and NestJS (a Node.js framework) does not align with the PHP-based full-stack requirements.",25.0,14.0,B
19,cv_1,65,24,55,"The candidate has relevant skills in Java, microservices, and cloud solutions, but lacks explicit mention of Groovy, Ansible, SonarQube, Veracode, BlackDuck, and Azure—key requirements in the job description. Certifications in AWS DevOps and Kubernetes partially align with DevOps needs, but the CV lacks depth in database technologies and specific AI experience.",10.0,31.0,A
19,cv_2,88,38,50,"The candidate has relevant full-stack development experience and Agile methodologies, but lacks critical skills specified in the job description such as Python/Java/Groovy proficiency, DevOps tools (Jenkins, Docker), microservices architecture, and cloud (Azure) expertise. Senior leadership experience is also not clearly demonstrated.",38.0,12.0,B
19,cv_3,65,39,50,"The candidate has relevant skills in Python, microservices, and data science, but lacks explicit experience with Java, Groovy, Docker, Jenkins, and Azure required by the job. Team management and DevOps toolchain expertise are also missing, resulting in a partial match.",15.0,11.0,B
19,cv_4,65,27,25,"The candidate's profile focuses on mechanical engineering, robotics, and product design, with no relevant experience in software development, AI, DevOps, or the required technical stack (Python, Java, Docker, Jenkins, etc.). While there is some overlap in project management and technical leadership, the core technical requirements are missing, resulting in a very low match.",40.0,2.0,B
19,cv_5,75,35,50,"The candidate has strong AI/ML expertise (Deep Learning, Geometric Deep Learning) and DevOps skills, aligning with parts of the job. However, critical requirements like Java/Groovy proficiency, Jenkins/Ansible tools, Azure cloud experience, and senior software engineering leadership are missing from the CV. The profile shows partial alignment but lacks key technical and managerial competencies specified.",25.0,15.0,B
20,cv_1,82,41,65,"The candidate has strong full-stack experience with relevant frameworks like React, Angular, and Express, along with Tailwind CSS and UI/UX focus. However, the job specifically requires Next.js and TypeScript, which are not mentioned in the CV, creating a partial mismatch in key technical requirements.",17.0,24.0,A
20,cv_2,78,39,55,"The candidate has full-stack experience with Java Spring Boot and Angular, aligning partially with the job's backend requirements. However, the job emphasizes Next.js, TypeScript, and Tailwind CSS, which are not explicitly mentioned in the CV. The lack of direct experience with the specified frontend stack reduces the match score.",23.0,16.0,B
20,cv_3,75,23,35,"The candidate has strong DevOps/cloud experience (Azure, Terraform, Docker) but lacks explicit full-stack web development skills (Next.js, TypeScript, Tailwind CSS) and UI/UX design focus required by the job. While their technical background is credible, the mismatch in core job requirements significantly limits their fit.",40.0,12.0,B
20,cv_4,35,25,40,"The candidate has a strong technical background in data science and machine learning but lacks direct experience with the required web development stack (Next.js, TypeScript, Tailwind CSS). While their Computer Science education is relevant, the absence of full-stack web development experience and UI/UX design skills creates a significant mismatch with the role's core requirements.",5.0,15.0,A
20,cv_5,75,37,50,"The candidate has strong machine learning and backend (NestJS) experience but lacks explicit frontend web development skills (Next.js, Tailwind CSS) and UI/UX design focus required by the job. The role emphasizes full-stack web development, which is only partially aligned with their ML engineering background.",25.0,13.0,B
21,cv_1,65,26,50,"The candidate has relevant skills in full-stack development and agile methodologies, aligning with collaboration requirements. However, the CV lacks explicit expertise in systems, networks, and security—core technical requirements for the role. As a final-year student, professional experience in critical areas like system reliability and security is insufficient.",15.0,24.0,A
21,cv_2,88,35,75,"The candidate has strong Kubernetes, DevOps, and infrastructure expertise with relevant certifications (CKA, CKAD, Terraform), aligning with system reliability and scalability needs. However, the job emphasizes network expertise and development skills not explicitly covered in the CV, and security experience is limited to DevSecOps without depth in traditional cybersecurity. Collaboration and problem-solving are implied but not explicitly demonstrated.",13.0,40.0,A
21,cv_3,65,34,50,"The candidate has relevant DevOps and cloud experience with tools like Jenkins and Ansible, aligning partially with the job's technical requirements. However, the CV lacks explicit mention of systems reliability, security expertise, and site-level infrastructure management, which are critical for the role. The educational background supports IT architecture but doesn't fully address the job's emphasis on security and performance optimization.",15.0,16.0,A
21,cv_4,75,36,50,"The candidate has strong machine learning and AI expertise, but the job requires systems/networks/security skills which are not emphasized in the CV. Partial alignment with DevOps and problem-solving skills, but core infrastructure requirements are missing.",25.0,14.0,B
21,cv_5,65,32,50,"The candidate has strong machine learning and deep learning experience, but lacks explicit systems/networks/security expertise required for the Site Trust Engineer role. DevOps and NestJS skills are partially relevant, but core infrastructure reliability/availability experience is missing.",15.0,18.0,A
